pp,response_id,color_drink,color_drink_coded_1,color_drink_coded_2,color_drink_coded_3,color_health,color_health_coded_1,color_health_coded_2,color_health_coded_3,color_own,Color_own_coded_1,Color_own_coded_2,Color_own_coded_3
899,R_3Du9XB24IoStA6u,Hydration levels,hydration,,,"With regards to hydration and the the health effects of hydration, yes. Then also, as you pointed out in the previous set of questions, both health problems and the medication people take to treat them may also affect urine colour.",hydration,disease,,"I get headaches from dehydration easily so my urine colour helps me gauge whether I need to drink more water. On the flip side, I have a small/weak bladder and antidepressants in the past have led to some problems with incontinence which I am trying to work through with kegels.",awareness,,
900,R_1eRlvuWfZTQzIhf,Darker means they're not drinking enough. Lighter means they're drinking more.,amount,,,I'm not sure exactly but I'd imagine that darker is bad and lighter is better.,color,,,It doesn't really because normally I drink enough to fall on the lighter end of the scale so it's not something that I think about.,no_effect,,
901,R_1ewx9h3GTAhAkxs,"the darker it is, the less liquid one has had",amount,,,"dehydration, lack of vitamins and minerals",hydration,diet,,It reminds me to drink more water,drink_more,,
902,R_3qspVTPduSKeepo,The darker the more dehydrated,hydration,,,If they have an infection the colour maybe darker or a different colour that normal,disease,,,"It doesn't effect my behaviour for myself but if I notice the children's urine dark or overly smelly, I check how much they have drunk that day and if they feel ok",no_effect,,
903,R_1JUvbhvewbsjGBs,Whether they are properly hydrated or not,hydration,,,The darker the urine the less hydrated you are,hydration,,,If its dark and smells than i drink more water until it becomes more clear,drink_more,,
904,R_Xp1de315xG1AB69,Generally the paler the urine the more hydrated a person is,hydration,,,"dark urine can indicate dehydration, a bladder or kidney infection, or possibly other health issues",hydration,organ,disease,I try to remind myself to drink more if my urine is darker than usual,drink_more,,
905,R_0Ds6rcS5AT9kjQd,darker urine more dehydrated. More you drink lighter the urine,hydration,,,lighter is healthier,color,,,If my urine dark I try to drink more - especially water,drink_more,,
906,R_s4ZEhC0oYOKUk5r,"I'm not sure, not something I really think about.  Probably it does affect the colour",N/A,,,"Again, I've never really thought about it, but I would think it probably does.",N/A,,,I do generally not observe my urine colour,no_effect,,
907,R_OqdQ0ElC9WgTxId,"The darker the urine, the more dehydrated they are. Urine tends to be darker first thing in the morning and is lighter during the day, assuming that you consume enough liquid.",hydration,amount ,,"Lighter urine is generally indicative of better health and hydration. Darker urine, especially on a regular basis, suggests poor hydration and can be an indicator of kidney disease or other problems. Blood in urine requires medical attention as does an unusual smell to the urine over a prolonged period.",color,organ,disease,My urine tends to be darker first thing but is almost clear most of the time. I used the colour chart you presented earlier to give an average. I think it would have been worth checking colour at different times of day.,N/A,,
908,R_2P1ZC2ie8iElmD7,Dehydrated = darker urine,hydration,,,I'm not sure,N/A,,,"It doesn't, I don't really pay attention to the colour",no_effect,,
909,R_xsBiCrVsGBTuzHH,"Yes, the darker it is obviously suggests dehydration.",hydration,,,Dehydration is a real problem,hydration,,,I always remain hydrated.,drink_more,,
910,R_eY6kacNvdWtE7hT,Drinking no or little water and a lot of dark liquids such as pop.,amount,diet,,It may suggest they are dehydrated and require some water.,hydration,,,"If my urine was dark, I would ensure I drink more water.",drink_more,,
911,R_30l4rTfagr3K3Iz,Yes,N/A,,,"The more a person drinks, the paler the colour of their urine.",hydration,,,"If it is really dark, I do think to myself that I should be drinking more and make a conscious effort to do something about it.",awareness,,
912,R_2xzvNswI42M5vlu,the darker the urine the less water that person could be drinking and seeing the dark colour is somewhat motivation to drink more.,amount,,,Urine can indicate if a person has some sort of infect which can cause bad health,disease,color,,If my urine is dark I tend to drink more water.,drink_more,,
913,R_3j0eR88BPyQoaeQ,"The darker the urine is the more dehydrated the person is, they need to drink more fluids to hydrate more & then the urine wills get lighter",hydration,,,If it's darker a person's health is poorer because they are not drinking enough so are dehydrated & may be problems with kidneys,color,hydration,organ,If it's darker than normal I certainly make sure I drink more liquids. It's something I always keep an eye on,drink_more,,
914,R_22WZA8pptkK1wHs,"The more that is drunk, the lighter the colour of urine.",amount,,,Lighter coloured urine suggests that the person is well hydrated which should be a healthy sign.,hydration,color,,Rarely give it a thought and it doesn't affect my drinking behaviour.,no_effect,,
915,R_1js05trwjw8549j,dark urine can be because of fcertain foods or not drinking enough,diet,amount,,blood in urine can indicate issue,N/A,,,drink more,drink_more,,
916,R_bJTKR5ZBEL6bYAN,The less they drink then the darker or more concentrated it will be.,amount,concentration,,"If it is very dark, or quite dark consistently then it is probably not a healthy sign.",color,,,"It does not personally affect my drinking behaviour, but I do not see colours which make me concerned about it. If I was concerned about the colour I would do something about it.",no_effect,,
917,R_8vRNceTBw1JeRsB,"I think the darker it is, the more you need to drink",amount ,,,It shows if you are dehydrated,hydration,,,It makes me drink more if i think i need to,drink_more,,
918,R_1q2qklMBpsYTacG,If it is darker in colour it means you are dehydrated,hydration,,,There may be a health problem if the colour is other than clear or a shade of yellow,color,,,I would drink some water if I noticed it darker in yellow,drink_more,,
919,R_2vfc5NmV4aSsUoy,"the less they drink, the darker it is.  the first wee in the morning is usually darker than for the rest of the day.",amount,,,I think that colour (and smell) can be used as a first indication that things may not be right.,color,,,"I always regard my urine colour and smell as an indication of how well my system is performing.  Being in my 70's and a vegan, I take vitamin and mineral supplements daily (in addition to having a well-balanced diet) and have noticed that changes in smell (such as a metallic smell) when I take certain supplements.",awareness,,
920,R_1X2PlE3CrEQOLOV,The lighter your urine the more hydrated your are. The darker your urine means you need to drink more.,hydration,,,"As above, if too dark then they are not drinking enough fluids.",hydration,,,If it does get dark I know I need to drink more.,awareness,,
921,R_2aetTTZSwH2tuaw,"pale urine (straw colour) indicates well hydrated, whereas dark brown indicates dehydration",hydration,,,"urine colour can indicate health problems, and dark urine is bad as you are dehydrated and will not function as well",color,hydration,,If I see that my urine is a dark colour I drink more water to rehydrate,drink_more,,
922,R_2ro0eERB2KlmzrV,Alot. It's dark if you don't drink enough/,N/A,amount,,"Alot, most things go by urine",N/A,,,I will try to drink a bit more if its too dark,drink_more,,
923,R_XvIJrzc4tkRv7q1,the darker the urine the less hydrated they are. unless they have been eating something that affects the colour such as asparagus,hydration,diet,,if your kidneys are struggling to filter your liquids properly your urinr will probably be darker,organ,,,it does not. i tend to drink what i think is right regardless,no_effect,,
924,R_1Q3ADRE4aFWhjR0,I think it depends on the type of drink consumed. I believe darker coloured drinks can have an affect on the colour of urine.,diet,,,I think the colour can depend on whether they have an infection or not or if they have a certain disease.,disease,,,"It does not affect my choice on drinking behaviour. The urine I pass can vary over time. I am more concerned about the potential to see urine with other constituents, ie blood. Thankfully, this has not appeared to date.",no_effect,,
925,R_3HXFYOpsbDEf4ng,the lighter the colour the more hydrated they are,hydration,,,I think some illnesses can affect this,disease,,,If I notice it's darker then I up my water intake,drink_more,,
926,R_1NqzPr1jHpw6i7b,It is often weaker as far as I am aware if they drink a lot of fluids,amount,,,"It can be a significant sign of problems, which is why a doctor always asks",N/A,,,I never really think about when I feel healthy,drink_more,,
927,R_yKGeIwoH6RO6ZC9,The darker the urine the lower amount of fluids someone has had.,amount,,,Highly. Liquid is important for a balanced healthy lifestyle.,color,,,I will drink more if i notice my urine is dark.,drink_more,,
928,R_2fBLWuiztoMqaid,I think it's more reflective of what they drink rather than what they drink.,diet,,,It can be with certain conditions. Also particularly when you're dehydrated.,disease,hydration,,"Yes, If its fairly dark i will consume more water.",drink_more,,
929,R_12RyUt8S02NicSL,"the paler it is, the more they drink, generally.",amount,,,"The more dehydrated someone is, the worse their health at that particular point.",hydration,color,,IT does not,no_effect,,
930,R_Ze5qMWMNkPc8uGZ,Urine colour is a true reflection of dehydration and in my case changes throughout the day. in the morning when I drink the most my urine starts off dark and gets lighter with each glass of water i drink.,hydration,,,Yes definitely which is why I always check the colour of my urine.,N/A,,,"If it is quite yellow during the day, i increase my intake of tap water. Drinking water especially later in the day almost guarantees a better quality of sleep.",drink_more,,
931,R_3k00Z1d29SMwedU,The lighter the less dehydrated they are.,hydration,,,It's important to be well hydrated. So light yellow urine is an ok indicator of how well hydrated you are.,hydration,,,"If it is darker, it is a reminder to drink more water.",drink_more,,
932,R_2woy3EFPVdEvWUE,"The darker the color, the more dehydrated a person will be.",hydration,,,If someone has dark color urine then they are dehydrated which is dangerous for people's health.,hydration,color,,If I notice my urine looking a bit dark then I make effort to drink more water.,drink_more,,
933,R_3R7SXNbQzWVmqDu,The clearer it is is the amount of fluid being flushed through the body .,amount ,,,The clearer the better,color,,,I always keep an eye on it but i do drink plenty of fluid .Some days differ from others .,awareness,,
934,R_1Crzdn70G0SYvCs,Lighter urine equates to a hydrated individual,hydration,,,Lighter urine equates to a hydrated individual,hydration,,,If mine is dark then i tend to drink some water,drink_more,,
935,R_1QcJdKS0pBveyCG,colour of someone's urine can reflects how much or how little water they have consumed.,amount,,,"colour of someone's urine can be related to their level of health like, how hydrated they are.",color,hydration,,If the urine colour is darker then I will drink lot more water.,drink_more,,
936,R_1ODDhL5JDExijDc,Dark urine implies that fluid intake is too low,amount,,,Too strong a colour means you could be dehydrated. It may also affect constipation,hydration,,,I am aware I probably do not drink enough. Funnily enough I consciously decided  yesterday to always have a pint of water in front of me. I only had the one glass yesterday but hope to increase,awareness,,
937,R_1lbG7u3yscnJdMt,the amount of hydration,hydration,,,if dark hydration is poor and can impact on general health and wellbeing,hydration,color,,I may well drink more water if I am bothered and take notice,drink_more,,
938,R_33EyOrLYmmdkZ8W,Yes because the more hydrated the clearer it is,hydration,,,Indicate hydration levels,hydration,,,When its darker than normal i consciously try and drink more after,awareness,,
940,R_21bkryFichHICPS,"If it is clear they are drinking enough water. If it is brown, green or orange they need more hydration with clearer fluids.",amount,,,The colour will show you that.,N/A,,,I drink a lot of fluids and I rarely have dark urine. If I did I would drink more fluids of the right type.,drink_more,,
941,R_33vbkz7CEYOreqB,I believe that those who tend to drink a lot of sugary drinks would most likely have darker urine compared to those that drink a lot of water since those tend to have a lot more sugars and preservatives.,diet,,,"If their urine isn't coming out lighter, they're probably due for some diet changes, and they aren't getting adequate enough water to stay hydrated.",diet,hydration,,"If I notice it becoming darker, I try to make it a point to drink a lot more water to make up for all the sugary products I usually tend to consume.",drink_more,,
942,R_3QJnUy8zlnGYIJ1,I don't drink enough,N/A,amount ,,If unwell then it will be more yellow,color,disease,,It doesn't really,no_effect,,
943,R_2E6GCpEmmwa30ol,"The clearer it is, the more hydrated you are, meaning you drink lots.",hydration,amount,,"If urine is dark, you could have something wrong with your kidneys, or you consume lots of drinks full of additives and colouring. If it is cloudy you could have a UTI, or kidney problems.",organ,disease,,"It makes me try to drink some water, then I drink more tea.",drink_more,,
944,R_3kGN7US4gjMcaeN,Usually the darker and smellier your urine is it reflects how concentrated your urine is.  This usually means the person is dehydrated,concentration,hydration,,Persistent dark urine can be a sign of underlying health issues.,color,,,Usually I would tend to drink more liquids if I had dark urine as I am aware it's generally a sign of dehydration,drink_more,,
945,R_1Ojg5OphQLBvu5l,I believe if urine is clear then you're really well hydrated. If it's darker then its dehydration.,hydration,,,Urine colour may shown signs of infection/bleeding internally,disease,,,"It does affect my behaviour, if I seen it dark then I'd purposely drink more water than normal to counter that darkness of urine.",drink_more,,
946,R_3sczIhxO4KaIDF4,That I am drinking enough,amount,,,"I believe the darker it is , it shows that the person is not drinking enough",hydration,,,"If darker I would increase my drinking, especially wate",drink_more,,
947,R_Dxk9dk0ZZJfNH1f,"I think if its darker, the more dehydrated you are.",hydration,,,I think dark means its not healthy and light is good.,color,,,"If it is dark and smells, I try to drink more water",drink_more,,
950,R_Xifqgtwvpa0EgBb,it reflex alot i dont eat much more snacking but drank lots jin prob treble filled with diet lemonade x 5 or 6 during night urin turned from yellowish to clear,diet,,,i think it relates loads.,N/A,,,none,no_effect,,
951,R_115DFlVBmsrF0vf,darker in the morning if the organs have been working to eliminate too much alcohol,diet,,,urine should be mostly clear if a person is healthy and drinks enough water,color,hydration,,it doesn't,no_effect,,
952,R_1GuY7HuUPJX2DxE,The darker the urine the less they have drunk.,amount,,,Dark urine indicates the person does not drink enough liquid.,hydration,,,I do not pay it much attention although I am sure I would notice if it was a very dark colour. I think I drink enough liquid.,no_effect,,
953,R_2fdDulhsxcngDJ5,clear urine means yiou are drinking enough water,amount,,,"dark urine is a sign of not drinking enough, especially  blood",hydration,,,it reminds me i have not drank enough water when its darker,drink_more,,
954,R_24dXDeC4HMg8XG2,less they drink the more dark their urine will be,amount,,,it could be a sign of illness,disease,,,will drink more if i have a dark urine than normal,drink_more,,
955,R_2EvkvtQoaYMl2pR,the more water you drink the lighter in colour your urine is,amount,,,not sure,N/A,,,"it does if it is dark i will think i am dehydrated not drank enough., so i will make effort to drink more straight away",drink_more,,
956,R_2pSTvjKbSTRa4hj,Level of hydration,hydration,,,It can be an indicator of health issues,disease,N/A,,It can signpost me to take on more fluid (water),drink_more,,
957,R_3EMg2WSsknbyqud,I think the more yellow it is the more dehydrated they are.,hydration,,,"it can tell if you have problems, if there's blood in it that suggests health problems, and if it's really yellow that can suggest that you need to drink something.",color,hydration,,"it can tell us if we are drinking too much, for example if it's always clear white, or if we're drinking too little, for example when it's really yellow.",N/A,,
958,R_1PZdW03BMNuUD6H,"i think the darker it is, like mine, i should drink more water during the day.",amount ,,,"It has crossed my mind, that darker urine is not very healthy.",color,,,"It does not, to be honest, but occasionally i drink more water. However it goes lighter when i have had a couple of drinks in the pub, not sure why that happens?",no_effect,,
959,R_3fVPDmGAAtPLwbD,quite a lot as more fluids flush the kidneys,health,,,it can show if some things are not correct,N/A,,,"A little bit, I may drink more if  i am dehydrated",drink_more,,
960,R_1ieoKQp5CwRqiq2,The colour of urine reflects the types of liquid you consume & how dehydrated / hydrated you are .,diet,hydration,,Lighter colour urine reflects better health & darker worse health,color,,,It does not but I aware if its to dark I need to drink more water,awareness,,
961,R_23RLL4rgxm585MZ,The lighter it is the healthier it from drinking more water.,amount,,,As above,N/A,,,If it is darker i would need to drink more.,awareness,,
962,R_1rcOe30zl2CVTxR,A dark colour of urine would show that the person is dehydrated and isn't drinking enough liquids throughout the day.,hydration,amount,,"I think it shows how well their body is processing the liquids and nutrients that it receives, and how good their diet is.",diet,,,"When I notice that my urine is too dark of a shade, I make a conscious effort to drink more liquids, usually water.",awareness,,
963,R_SJ0EbP4pnQL50Rz,"Indicates how hydrated they are, by way of estimating the concentration of chromophores in the urine (lighter colour implying more diluted, hence more water present in the body).",hydration,concentration,,"Excessively dark  urine probably indicates dehydration, which is unhealthy and potentially dangerous.",hydration,color,,"Dark urine is a big red flag to drink some more water, urgently!",drink_more,,
964,R_2aV6huw9WUotHgb,The less you drink (water/decaffeinated tea etc.) the darker your urine.,amount,diet,,Possibly,N/A,,,I will drink more if my urine looks too dark,drink_more,,
965,R_26mNmeBCLoqCvQ4,darker the colour the less fluid they have drunk,amount,,,lighter colour is healthier as they are drinking more fluids,color,hydration,,it doesn't affect me,no_effect,,
966,R_22LAyEXNL6TSAU9,urine can become concentrated if enough fluids are not consumed and would be darker,concentration,amount,,urine flushed out toxins in the body. Blood in urine indicates infection,disease,,,yes if my urine became dark i would be concerned and drink more fluid,drink_more,,
967,R_VVcwe636aDbl3Et,darker colour shows you're dehydrated,hydration,,,"clear is healthy..dark, not so healthy",color,,,If my urine is not clear/ish I try to drink more water/fluid,drink_more,,
968,R_3HM1mWa8jdNbriA,"I think that pale urine indicates that they have drunk a lot, and dark urine means that they haven't.",amount,,,I think that pale urine indicates that a person is well-hydrated and their kidneys are working properly,hydration,organ,,"It doesn't, although I regularly look at it and think ""I should drink more""",awareness,,
969,R_2wQQytnJu0ZXLuC,the darker the colour the more dehydrated you are,hydration,,,can make you unwell if you dont drink enough,color,hydration,,it makes you drink more,N/A,,
970,R_2v0uUifBb8qznd6,My belief is generally the darker the urine the more dehydrated you are/ not drunk enough  Light urine signifies good hydration by intaking plenty of good fluids.,hydration,amount,diet,Same as above but also have to look out for odd colours that could indicate blood in urine.,N/A,,,I do often note when my urine is dark that I must drink more water and always seek to do s as I know the benefits and have experienced them 1st hand in the past.,awareness,,
971,R_1lb43Bty4JLQOa9,If the urine is very dark it could mean they are dehydrated,hydration,,,It could be a sign of kidney failure,organ,,,If it is very dark yellow you should drink more water to stay hydrated and flush your kidneys out,N/A,,
973,R_1jTzkeBLoPm5zpA,"Completely, to dark your not drinking enough that your body needs",amount,,,Certain colour urines could highlight diseases,disease,,,If its dark in the morning I know I need to drink ASAP to get my body rehydrated,awareness,,
974,R_UtkDDtOyYfne69r,I think it reflects how much sugary drinks they have drank as opposed to just water,diet,,,"I dont think it is linked to health, its about what you have drank that day",no_effect,hydration,,"It doesnt, I do notice when I drink lots of water my urine is very clear,but I dont worry or think about it",no_effect,,
975,R_2UXuSl89ZmqKME3,The darker it is the more dehydrated you are. The lighter it is the more hydrated you are.,hydration,,,The colour of your urine could give you clues about what may be going on with your health e.g if you see blood in your urine it could indicate a more serious problem with your health.,color,disease,,If i see that my urine is very dark or darker than usual I would definitely make sure the I drink more.,drink_more,,
977,R_1g6IFEjfaROLitj,"The darker it is, the less fluids they've drunk in the past 24 hours.",amount,,,"Yes, darker colours suggest the body is expelling unusually large amounts of toxins and/or their kidneys not performing properly.",organ,,,"If it gets to sunflower yellow or darker, I try to make an effort to drink more.",drink_more,,
978,R_1mxxrvtVvibISla,The lighter the colour the more they have drank,amount,,,It's light if healthy very dark is unhealthy,color,,,I drink more to keep urine light,drink_more,,
980,R_2t4gYpXKVnsITxO,"If their urine is darker, that indicates that it contains a greater concentration of urea (when compared to that of water). This means that it's likely that they are dehydrated, so more of the water is being selectively reabsorbed in the kidneys to be used by the body (rather than excreted in the urine).",concentration,hydration,,"If their urine is red, it's almost certain that they have blood in their urine and need to be evaluated. If their urine is really light for no reason (i.e they haven't been drinking a lot) or really dark, it could indicate a hormonal problem that needs to be evaluated.",color,hydration,,"If my urine is particularly concentrated (i.e has less water), then it tends to make me realise that I need to drink more.",awareness,,
981,R_3hgS6Xm9huWgL20,Clearer the better as darker colors usually indicate dehydration or other health issue,hydration,,,Clearer the better as darker colors usually indicate dehydration or other health issue,hydration,disease,,"Somewhat a reminder to drink more, but not often it happens. Or it's luminous yellow as I had too many multivitamins.",sometimes_more,,
982,R_2dgycR5v5HKn8Uo,none,N/A,,,alot,N/A,,,none,no_effect,,
983,R_1ILxxXsZBpyeBCE,The lighter the colour the better,amount,,,Not sure,N/A,,,A straw colour is normal I think.,N/A,,
984,R_1d3QCBD6uchoTk2,"clearer is better, shows more liquid has been drank.",amount,,,clearer urine may show that they have a cleaner diet which includes lots of water and water absorbing veg/fruit.,diet,,,"if my urine is dark, i know i have to increase my water intake that day.",drink_more,,
985,R_2bKqyxQYrt0YJhB,the clear the colour of urine the more water they drink,amount,,,The clear the urine the healthier you are,color,,,It motivates me to drink more water when my urine is not clear.,drink_more,,
986,R_25Mc9HN75RIclzz,The darker the colour I understand it means you are dehydrated if it is a pale/straw colour then it is okay,hydration,,,"I understand that if the urine is not a normal colour ie pale/straw colour but a dark or different colour then it is possible that you could be ill or suffering with something therefore, yes, I believe urine colour is related to a persons health.",disease,color,,"Yes, I do observe my urine and if it is too dark I drink more water as I think I have become a bit dehydrated or may even have a urine infection.",awareness,,
987,R_1M3Nbqg6fL02Wma,"providing there is no underlying health conditions, urine of a darker colour would likely indicate dehydration. The more fluid intake the paler it would be. This would probably also depended on the types of food and drink consumed as some can change the colour dramatically.",hydration,diet,amount,Urine of certain colours could indicate underlying health conditions.,disease,N/A,,If I noticed it is a little dark then I will try consume more water.,drink_more,,
988,R_3nc4FGOALU4uW25,Autophagy is good,N/A,,,Don't care,N/A,,,Don't care,no_effect,,
989,R_3KHjiURpbU3ITLz,the darker the less water they drink and could create gallstones,amount,,,"the lighter, but not too light means they are not losing too many vitamins/electrolytes",N/A,,,"I have always been aware of my urine colour but may not necessarily be correct with the notes previous and I have always drunk water, maybe too much sometimes",awareness,,
990,R_3IbNbtYK41zwy2r,If its very dark brown they are not drinking enough water,amount,,,will damage the kidneys,N/A,,,I like to drink plenty of water but i know that i should drink more.,awareness,,
991,R_1dAkoOKNXU6JWG4,Most of the time I think urine reflects the amount people drink and depends on the diet of the person. Some foods like beetroot and asparagus can affect the colour of urine,amount,diet,,If the person has a kidney disease or kidney infection  I would assume that this would affect the colour of urine,disease,organ,,If my urine is dark colour I try to drink more water,drink_more,,
992,R_2DRYZDGUgiHlZpa,The darker the urine the more dehydrated they are,hydration,,,The darker the urine the more likely they will develop kidney problems or live an unhealthy lifestyle,organ,color,,If it's darker than normal then I know I need to drink more water.,awareness,,
993,R_udBkRVVMA4xzETn,THE PALER THE MORE HYDRATED THEY ARE,hydration,,,PALE EQUALS HEALTHY,color,,,YES IF ITS DARK I WILL CONSUME MORE WATER,drink_more,,
994,R_1P5EGWUdlHrAWtf,"The darker the urine, the more dehydrated the person is, and the lighter the urine is how hydrated a person is.",hydration,,,Urine is related to hydration.,hydration,,,If my urine is darker than usual I would usually drink a glass or 2 of water and wait a little while to go to the toilet again and check if more water is needed depending on the colour of my urine at that time,awareness,,
995,R_1juNUhwXmUqlCe1,the more someone drinks the lighter their urine will be.,amount,,,"a light yellow urine usually shows you are in good health,dark urine could indicate a problem.",color,,,it doesn't as a rule.,no_effect,,
996,R_8dkMrHllShXJ5u1,"f urine [looks] paler or whiter, it means the water that's being filtered through your kidneys is more diluted,",concentration,,,Normal urine colour ranges from pale yellow to deep amber â the result of a pigment called urochrome and how diluted or concentrated the urine is.,concentration,,,"Urine has been a useful tool of diagnosis since the earliest days of medicine. It can tell a lot about what's going on in your body, from how hydrated you are to whether you might have a urinary tract infection.",N/A,,
997,R_3DbWfdOXqSTRVvk,"Generally, the clearer the urine, the less dehydrated you are.",hydration,,,"If your urine is usually darker in colour, your health could be considered at risk",color,,,Don't tend to think about it but I do tend to notice if it is darker than usual,drink_more,,
998,R_2VaoNsWRt5sCJ1h,Usually drinking more water will make your urine more clear.,amount,,,The more dark yellow the worse,color,,,It doesn't,no_effect,,
999,R_1LAtDSZNqk1RBel,I believe that the darker the colour of the urine then the less hydrated the person is. The urine is more concentrated and contains less water.,hydration,concentration,,I think the ideal colour for indicating good health is a light straw colour. If you consistently have urine of a different colour this could indicate bad hydration and or an underlying health condition.,color,disease,,If my urine looks darker in colour I know that I am somewhat dehydrated and then tend to increase my water consumption.,awareness,,
1000,R_1eLZfQHPJaQUCgi,lighter means more hydrated,hydration,,,once does not describe the overall picture,no_effect,,,it does not change much,no_effect,,
1001,R_1dmgMqwF3sw1PKZ,The clearer the liquid (ie more like water) the more water they drink,amount,,,Clearer is better,color,,,If my urine is darker I drink an extra glass of water,drink_more,,
1003,R_3shNZmRwLGXIA80,Dehydration,hydration,,,Yes,N/A,,,Makes me drink more,drink_more,,
1004,R_2VIQcPNh1VZZ2Dc,If it's dark it indicates they are dehydrated.,hydration,,,It can be.,N/A,,,"If it's dark, particularly on a hot day, I'll drink more water",drink_more,,
1005,R_D6r2YfeXg3UdDUt,Very much,N/A,,,Some,N/A,,,Not at all,no_effect,,
1006,R_PG0lxasMmx91xtf,Drinking a decent amount of liquid helps to flush through your system more quickly.  When people are dehydrated their urine can become very dark.,amount,hydration,,The colour of someone's urine could be related to their health as certain ailments cause by- products to be passed through the kidneys filtering and into the urine.,color,disease,organ,If my urine is dark I tend too increase the amount of fluids I am drinking.,drink_more,,
1007,R_3stgi4JPeW34m3A,generally the darker/yellower it is the less fluid they have been consuming,amount,,,"it is normal to have yellower urine for a time eg. mornings, however if this was to persist throughout the day it would not be good",N/A,,,when i see it is not clear i try my best to drink more but i do not always achieve this if i do not feel thirsty,sometimes_more,,
1008,R_3CD9Erv40ElKVsn,dark is dehydration,hydration,,,straw colour is perfect,N/A,,,none,no_effect,,
1009,R_wTrwlEB3bgztcs1,it shows liquid levwels very accurately,amount,,,can do but can not,N/A,no_effect,,it doesnt,no_effect,,
1010,R_9pPiQzfHvIEnkI1,the clearer the urine is the better,hydration,,,the clearer the urine is shows how well the body is hydrated,hydration,,,i have never really thought about it,no_effect,,
1011,R_SMD4yp7SFSjAtXP,"It tells you whether or not you're drinking enough hydrating fluids. The darker it is, the more dehydrated you are, which suggests you're not drinking enough of the right fluids.",hydration,diet,,"If you're not hydrating properly, that can affect your overall health. The body needs hydrating fluids to function. If it's not getting the right amount, your body won't be as healthy overall.",hydration,,,"If it's too dark, that tells me I need to drink more fluids that hydrate. I sometimes neglect to drink enough as I prefer more tastier drinks that might not hydrate as well, or at all. Looking at my urine colour can force me to add more hydrating drinks to my diet.",awareness,,
1012,R_3j96EGM9ymzuocB,If it is clear then they have drank a lot of water.,amount,,,The darker it is the more unhealthy they are.,color,,,Not at all.,no_effect,,
1013,R_1rqeHkFrgCwDZKb,The darker the urine the less that person has had to drink that day,amount,,,If it's really dark they may not be healthy,color,,,If it's very dark I will try to drink more,drink_more,,
1014,R_2EmzsuaPDSTPAW1,"its more pale in colour if your hydrated enough, its darker in colour if you havent drunk enough",hydration,amount,,the colour can say a lot about your hydration,hydration,,,i know im not drinking enough,N/A,,
1015,R_2pXF9hlzFMFxio1,"I would think the lighter and clearer it is then the more they drink and hydrated they are and the darker and cloudier it is the less they have drunk and the more dehydrated they are, I do tend to notice if my urine is ever darker than usual and then think I need to drink more.",amount,amount,,"It would depend on what colour it is, if it was red or very dark then I would be seriously concerned but if it is just slightly darker then usual I would think they are dehydrated and need to drink more to hydrate themselves.",color,hydration,,If it is only in the morning when I get up then I'm not bothered but if I ever notice it during the day that it is darker then I usually think I just need to drink more water but also if that happens I do tend to recognise that I haven't been drinking enough so it just acts as a reminder or more encouragement.,drink_more,,
1016,R_UWMRDl3bIZsjtsZ,I think if the urine is dark brown or the urine is yellow that means that person is dehydrated but I'm not sure. If the urine is clear that means that person is drinking enough water this is what I think.,hydration,amount,,Well sometimes when I'm tired my urine tends to be dark yellow that's when I don't drink enough water. when I have enough water my urine always clear so that shows me that I need to drink water to keep my body healthy,hydration,color,,when i see that my urine is yellow or dark colour I tend to drink more water to keep my body hydrated because i know that your urine suppose to be clear colour,drink_more,,
1017,R_1ltWNtFF9q7hZNm,"The darker the urine colour, the less they drink",amount,,,I think that it is unhealthy for the urine colour to be too dark as this indicates that there are not enough fluids being taken,hydration,,,If my urine is too dark then I will drink more water,drink_more,,
1018,R_2X6ThbcJdeaL3Rt,It would reflect on how much water they drink.  The amount changes the colour.,amount,,,The darker it is the more your health suffers I think.  Drinking more water is better for you.,color,hydration,,I always observe my urines colour and if it worries me I discuss it with my wife.,awareness,,
1020,R_1Ky7mcRkM9EXL9o,darker if you don't drink enough,amount,,,lighter is better,N/A,,,reminds me to drink,drink_more,,
1021,R_3IcLtyJbniJ5LAI,How hydrated they are.,hydration,,,"If the urine is clear, it means they are healthy and hydrated.",color,hydration,,If it is really dark I try to drink more water rather than hot beverages and fizzy drinks,drink_more,,
1022,R_2zefi713fx7aXAW,"If they are drinking enough fluids, and the right type of fluids.",amount,diet,,How hydrated they are at that moment.,hydration,,,"It can serve as a reminder to drink a bit more water, for me, if it appears yellow at a later stage in the day.",drink_more,,
1023,R_1hQYL1QjSF5kSvs,I think the darker the colour means that they're dehydrated.,hydration,,,I assume that darker is worse and could show liver problems maybe,organ,,,It depends because in the morning I expect it to be dark as I don't like drinking much in the evening as I don't want to get up to pee in the night.,N/A,,
1024,R_O3XrHxS0PpvwNln,"The darker the colour, the more dehydrated they are.",hydration,,,"The more dehydrated you are, the less healthy you are.",hydration,color,,"If I have had an evening of drinking alcohol and my urine is dark yellow the following day, I will drink a lot of water until it starts to become clearer.",drink_more,,
1025,R_1FSbNWHnCp6ernU,If the urine is strongly coloured it indicates a lack of clear liquid intake.,amount,,,"If the colour is strong, it could indicate potential dehydration or possibly problems with kidney function",hydration,organ,,If I notice the colour is deeper than usual I will make an effort to drink more water,drink_more,,
